"To make your cruise special choose the dinner option (by reservation) and enjoy a delicious 3 course meal, served at your private table. The ship offers a fully licensed cash bar to be a able to enjoy a refreshing cocktail or choose from a great selection of fine wines with dinner."	1
Use the form below to sumbit a reservation request. We will promptly follow up with you regarding your request.	1
"We accept reservations for parties of all sizes, but call soon so you are not disappointed."	1
"We do offer bottle service once on site, however we do not offer bottle service reservations."	1
Your reservation has been confirmed. We are looking forwards to see you!	0
for any further information or reservations.	0
to make a reservation. Thank you!	0
"‘Regulars’, both lunch and dinner, become part of the Wong’s extended family. Many travel from North Vancouver, Surrey, Delta, Abbottsford, Aldergrove, Chilliwack and elsewhere just to enjoy a wonderful meal at Wong’s. Out of towners always make a point of dropping in for dinner or lunch when they get back to town and there are customers from across the border that call, once they clear customs, to reserve a table. Once you have tasted the food and enjoyed your dining experience it will not be surprising that you too will find yourself a ‘Regular’, part of the Wong’s family."	0
"For reservations on Friday, Saturday, and Sunday please contact us directly at 250-703-1669. As this is an email form system, sometimes reservations get lost in purgatory; that is why we confirm all reservations as soon as possible via phone or email. If you do not receive a confirmation within one business day please let us know as soon as possible."	1
Looking to make a reservation? Just click here now!	1
Make a Reservation | Bin 101 Wine & Tapas Bar	0
No reservations available on Fridays & Saturdays after 7pm	1
University Heights San Diego Restaurants Online Reservation	0
"La Scala Ristorante offers fine dining Italian cuisine conveniently located right off the 401 Renforth exit near the Toronto Pearson International Airport and Centennial Park. We are open for lunch, dinner, and catering. Sunday is reserved for large private groups and special occasions."	1
"Rates & Reservation Policies, General Hotel Policies and Information about Mountaineer Lodge."	0
Reservations are not accepted via email.	1
We are happy to accept your on-line reservations for your catering event using this on-line form..	1
"You are welcome to have your parties held in our store, please reserve with us at least a week ahead."	1
"If you require other additional information regarding Bottle Service Reservations, please e-mail"	1
Please submit your reservation details and we will contact you to confirm your booking	1
We are available to take your calls Tuesday to sunday: 11:00 am to 7.00 pm EST (Eastern Standard Time). Reservations can be made by phone by speaking to one of our staff and no reservations will be taken by voice mail.	1
What is the best way to book reservations?	0
communal seating / reservation inquiries via email only - a minimum of 24 hrs in advance. we keep several seats open for walk-ins.	1
"Celebrate unforgettable Italian flavours with Wine Director @leaghbarkley and special guest Barbara Widmere, Brancaia Estate's Oenologist and Winemaker, at our Winemaker's Dinner this Thursday, October 24th. Visit the link in our profile for details and reservations. #IlCaminetto"	1
"In 2009, three young Native American girls (13, 14, and 15 years of age) were murdered on the Reservation. They were found in the bedroom of a small home in Beaver Creek, which is a low-income tribal housing community. They had overdosed on methadone, a painkiller which is used to wean heroin addicts off of heroin. However, no one knows how they received the painkillers, which is why the coroner ruled their deaths homicides. The Reservation has a very thin police force, which led to the"	0
Kendall Jackson 'Vintners Reserve' – Cab. Sauv.-2014	0
Nagomi Sushi is a reservation driven restaurant. We do welcome walk in guests and will accommodate them as much as possible.	1
Our cozy backroom is available for group reservations. Call for details.	1
"Please email us or fill in the form below and we will get back to you ASAP. For reservations, please use our online reservations form."	1
"Please note that due to the small size of our outdoor patio, and more importantly, the ever-changing weather, reservations for the patio will only be taken day of. Remaining outdoor seats will be on a first come, first served basis."	1
"Please refer to Availability page for the available date, and fill the Reservation form in the right part of this page, and submit your request, then we would get you back as soon as possible."	1
RESERVATIONS ARE REQUIRED for groups of 6 or more!	1
The Whistle Stop is not just popular with the local clientele but also with out-of-towners who make reservations weeks in advance to enjoy Clara's ever varying menu and the special 'Theme Nights' that run throughout the year.	0
"Your list of course readings is in the order submitted by your course instructor. The item list include Title, Format, Author, Call Number (if on physical reserve at your library branch), Pages, Availability Date and Tags. If you've already clicked to access a resource, you will see a"	0
(we do not accept reservations via email)	1
*Reservations are recommended; walk-ins are welcome.	1
ALL RESERVATION REQUESTS MUST BE CONFIRMED BY OUR TEAM.	1
"For those with allergy concerns, we ask for your assistance in alerting us. When making a reservation, please inform the reservations clerk of the condition so that they can make the necessary arrangements. Passengers should carry their own allergy medication."	1
"NEXT: After approximately 18 miutes, when the rice is tender but still firm, add the reserved stock. Turn off the heat and add the remaining condimenti (butter, Parmesan, and parsley) and stir vigorously to combine with the rice."	0
"On the calendar, click the date for which you want to reserve."	1
Please contact the coffeehouse for further information or to make reservations.	1
Reservations are not required but recommended.	1
"Reservations cannot be made for Friday, Saturday or Sunday."	1
"Reservations will be held for up to 15 minutes beyond your scheduled time. If you're running late, please call us at 519-271-3333. We look forward to seeing you soon."	1
"We must receive notice of a cancellation for a campsite before 12pm the day before the reservation starts, otherwise the full amount of each night cancelled late will be charged to the Credit Card."	1
we do not accept reservations by email.	1
"Business meetings, weddings, charity functions and birthday parties are just a handful of events we've proudly hosted. With over 8200 sq ft of floor space and 300+ seating options, our establishment has become a versatile venue for get togethers of all sizes! Whether your looking to reserve a large section, book our private VIP room or inquire about a closed door private function, our experienced staff is on hand to help cater your needs! Fill out a form to get started."	1
Complete the follow below for a reservation.	1
"FOR PARTIES OF 6 OR MORE, PLEASE CALL US AT (403) 460-6668 TO RESERVE A TABLE."	1
For Large Parties or to reserve a table	1
"For reservations, info on private or special events or any other inquires"	1
"If you would like to book a reservation online, head over to"	1
Reservation | Bubba's Sports Bar & Restaurant - Barbados' #1 Sports Bar & Restaurant	0
"To make a reservation, or to book us for your party or special event, please call 519-291-1517 or 519-291-3943. You and your guests are sure to have a great time, tasty food and enjoy a relaxing atmosphere. Please note we also have a special catering menu available for a large group or party, so be sure to inquire!"	1
We do not take reservation via email. Please call us to reserve your table	1
"We welcome young diners to experience Locals cuisine. As we have no deep fryer, our children’s menu is healthy and varied. We recommend that you request an earlier reservation time, before the restaurant is very busy and meal times take a bit longer. The acoustics of the restaurant occasionally pose a challenge due to height of the ceilings. Should your child become noisy, we respectfully request that you respond and attempt to settle him or her. Please let your server or the hostess know if there is anything we can do to make your dining experience more comfortable and enjoyable."	1
"Your instructors can place physical materials including print books, DVD videos and copies of articles on reserve in the Library."	0
"- Seating starts at 7:30pm. Show starts at 9pm. $10 pre-sale, $15 day-of-show. General Seating. Please call 403-262-2666 to make your reservations, or email us your phone number & we will call you. info@thebluescan.com The Blues Can... Calgary's premier Live Blues Music room! YOU keep coming so WE can keep 'em coming! Thank You Blues-Canners... WE <3 YOU! Thank you for supporting Calgary's Live Music scene!!!"	1
"If you have any comments or questions, please feel free to use the submission form below. This form should not be used for reservations or immediate inquiries."	0
"Reservations are highly recommended for all of our Hapa Izakaya locations. Although we do leave room for “walk-in” guests, wait times will vary."	1
Si vous avez acquitté d’avance le montant de votre réservation 	1
Table Reservation at 1466 Kingston Rd.	0
Want to ensure a table? Reserve online - it's as simple as that.	1
When should I make my reservation?	0
*Reservation required in advance for party course.	1
"Also, the same way that we cannot guarantee that situations may occur that prevent visiting from being closed; we cannot predict that situations will not change to allow visitation. Make your reservation, but take extra care to check before traveling to the institution."	1
Belize and Costa Rica Adventure Reservations	0
Call us to make your reservation today! #Ciccos #Barrie #Minesing #Barrielicious2017 https://t.co/sQzi9Ks7YZ	1
Can I see reservations on-line that I have made by telephone?	0
"Groups less than 12 people, call for reservation"	1
"If you require a reservation, please"	1
Note: We do not take within 24 hours reservation.	1
Please note that we do not accept reservations on weekends.	1
"Please note: we are not currently taking reservations online. To book your table, call us at"	1
"Upon moving to Cleveland in 2002 to attend Case Western Reserve University, Chris fell in love with the city and now does his part to make it a better place to live and work."	0
"call us for take out food, reservations, and cake orders"	1
flamboro downs - Reservations by Open table	0
". This means that if you need to cancel your reservation, please give us at least 7 days prior to the arrival date, otherwise you will be charged for the full stay. Multiple bookings or groups bookings are subject to a longer cancellation policy."	1
Instructors may place library materials which are in high demand on reserve. This ensures that the instructors' students will have access to necessary materials. Reserved materials are available at the Reserve Desk and are loaned for a period of 2 hours to 3 days.	0
"Our goal is to understand exactly what our client wants and then to advise, reserve, and accommodate. Every option is available with Montreal Nightlife Travel."	0
"Reservations | Agra Tandoori Restaurant | Burnaby, BC | (604) 200-5506"	0
The average life expectancy for someone living on the reservation is 49 years old.	0
We will confirm your reservation shortly! Thank you!	0
Yes. Reservations can be changed up to 60 minutes prior to the reserved scheduled sailing's departure time for a $5.00 change fee. The fee is applied each time you change a one-way reservation.	1
You can also use myBCFerries to make reservations for travel between	1
"Book your next meeting, birthday party or make reservations for a group of friends, we will be pleased to help you organize whatever you need to make your event or visit with us successful and enjoyable"	1
Call (403) 256–5156 from 11a – 1a daily for reservations.	1
Click here to continue your reservation	1
"For information on Group Reservations, Special Menus and Pricing, email Sushi Village directly at"	1
Getting Help with Library Course Reserves	0
"However, if you require reservations, please give us a call to inquire about availability, 250-414-4220."	1
"If you prefer to call the restaurant our number is (780) 490-7200. We also welcome walk-ins, and will do our best to accommodate you on a first-come first-served basis as our reservations permit."	1
Looking to Make a Reservation? Call Us!	1
Please fill in the following reservation form.	1
Reservation requests and reservation modifications are not accepted at the address below. Please call the location directly for reservation related request. Thank you.	1
Reservations are not confirmed until we have returned your call and confirmed the details.	1
Reservations taken via phone. Please give us a call at	1
"The balance must be paid in full by March 31, 2020 or current slip assignments will no longer be reserved."	0
"Alternatively, you can also make a reservation on OpenTable."	1
"Call us for Pre-Orders, Pick-Ups or Delivery Services. Reservations are recommended but by no means required to come in for lunch or dinner at your convenience. We welcome all!"	1
Please arrive ten minutes prior to your reservation time. Any guest arriving more than ten minutes late for their reservation may lose their spot.	1
Please do not email reservations. Reservations are available online on our dining page or by calling 905-563-0900 ext. 35.	1
Reservation is available through phone only.	1
Reservations for The Whitman Inn in NS - Nova Scotia Canada.	0
Reservations | Smack DAB at Manteo Resort	0
Come experience for yourself what people have been talking about. Book a reservation by phone today for an evening to remember.	1
"For questions about your reservation, email"	1
"Oscar’s family restaurant founded in March 1998, who can be proud of a reputation as one of the consistently good casual family restaurant. Oscar’s is fully licensed under the L.L.B.O.If you want to live a long life, eat a little at a time. Takes Reservations Good For Groups Good For Kids Take Out Catering."	1
Please note we do not accept reservation requests via email. We look forward to hearing from you!	1
Regular weekday (Sunday – Thursday) reservation: Before 4 pm on your day of arrival.	1
Reservations taken no more than one month in advance.	1
"Sorry, No reservations and no take-out"	1
"To reserve your spot, click on the calendar , and select the preferred time for your 45 minute reservation. The cost is $10/person except children under 1 year of age are free."	1
Why do you need a reservation?	0
"Yes. However, if you are making a dinner reservation, please advise reservations at the time of booking that you will require a table that is wheelchair accessible."	1
*Reservation must be made via phone to restaurant at 250-716-8861.	1
Call (519) 372-2222 to make a reservation.	1
"Fur Trade in the Green River Basin, just over the Wind River Range from today's Wind River Indian Reservation."	0
Make a reservation request in advance for your party. We'll do our best to ensure you receive your preferred area and time.	1
"Our table reservations are the best way to guarantee a spot at the live show. To get started, please fill out the information below and our"	1
Thank you! Please allow up to 24 hours for us to confirm your reservation.	1
"To cancel or change your reservation, please log in."	1
"You can make a reservation below. Please allow up to 24 hours for us to confirm your email reservation. If you're trying to make a booking on the day of, it is recommended you call the restaurant to ensure your request is received."	1
"A warm, welcoming smile, a helpful gesture the moment you arrive at a Four Seasons … the Guest Services team ensures that guests are well-looked-after from the start. If guests are interested in local tours, or want to buy hard-to-get tickets for a show or secure a reservation at a top restaurant, the Concierge steps in, accommodating requests from the ordinary to the extraordinary. With local knowledge and insights, the Concierge does wonders to enhance guest experiences, making their stay that much more enjoyable."	1
FOR RESERVATIONS OF UNDER 10 PEOPLE PLEASE CALL 902 404 8934	1
Full pre- payment is required for this reservation- your credit card will be charged immediately. These rates are not available to groups.	1
Have a question or want to make a reservation? Please fill out our form below and someone will get back to you shortly!	1
Make your reservation today by simply call us at (845) 561-3113	1
"Please be sure that the travelling party is aware of the Reservation Rules and Policies. These are presented for acceptance during the reservation process, and relevant portions are repeated on the Reservation Confirmation page."	1
Please call 780-761-3456 to make a reservation ​or to place an order for pick up.	1
Pour Reservations s'il vous plaît appelez:	0
Reservations for Toronto Hotel Accommodations | Ramada Plaza Toronto Canada	0
Study room reservations can start on the hour or on the half hour.	0
We can not guarantee a reservation if it is sent the same afternoon / evening of your visit. We will respond quickly to confirm your place.	1
"A deposit of one night per suite will confirm your reservation. Deposit refundable, less $20 administration fee, if cancelled 14 days or more in advance."	1
"Call us old fashioned, but we don't like electronic reservations. We want to talk to you directly and setup and confirm your reservation right then and there. For us, you're not just a customer; you're family. Call us and let us know when you'll be coming by!"	1
Do I have to make a reservation?	0
If there are no reservations available please note that we save a large portion of the restaurant for walk-ins!	1
If you would like to make a reservation for up to 10 guests please use our convenient	1
Make A Reservation Online For Your All-You-Can-Eat Experience	1
Make reservation by the form below or call us now: (250) 377 – 4969	1
"Maki Maki stays open late on weekends, until 2am! Encouraging the welcoming atmosphere are drink specials in the lounge that now has its own unique vibe, complimentary to the restaurant. The lounge is now available for private party reservations with a generous patio for the summer."	1
NO SAME DAY EMAIL RESERVATIONS PLEASE.	1
Please submit online requests at least 36 hours in advance. Reservations are not guaranteed until you are contacted with confirmation. Contact us below to get your booking started!	1
Q. Do We Have to Make a Reservation?	0
"Reservations are not required to come in and play games, walk-ins are always welcome!"	1
Table reservation Pierre's - PM Entertainment - PM Entertainment	0
Walk-ins are welcome but reservations are recommended on weekends or for parties of 5 or more people.	1
"We are open from Tuesday to Saturday from 6pm to 11pm. Last seating takes place at 9:30pm. To make a reservation for up to 4 guests, please use online booking by clicking on the above"	1
"We take reservations for dinner. To make a reservation, please call us at (905) 584-0033"	1
Downtown Copper Penny accepts reservations by phone.	1
For Reservations or Inquires Please Feel Free to Contact Us!	1
For Same Day reservations please call us.	1
For reservations or questions contact us.	1
"If you'd like to make a reservation for lunch, dinner or take-away, please call us at"	1
"In addition to our regular dining area, Oriental Gardens features a sushi bar and private tatami rooms. The tatami rooms can accomadate up to 16 people, and a great way to celebrate a special occasion. On weekends, holidays, and special bookings (i.e. birthdays, anniversaries, or retirements) we suggest calling to make a reservation to ensure your booking needs are met. Please note that the tatami rooms carry a surcharge of $0.70 per person."	1
Please call the restaurant directly at 613-735-7195 for reservations over 8 guests.	1
Reservations must be confirmed by Cocktail House Bar & Lounge staff to stand.	1
You can make your reservations from this page	1
on the SFU Library homepage. Reserve materials can be found by course number or title of individual book. Each title for a course will be identified and there may be several copies of each item. Lecture tapes are listed separately from other Reserve materials but can be found under course number or instructor's name.	0
"or is checked out, your request will be cancelled and we will notify you. Items that are on reserve can be borrowed by anyone with a valid library card on a first-come, first-served basis. Items that are currently checked out can be recalled; the current borrower will receive a notification to return the item within 7 days."	1
"* Reserved private table that is exclusive to you and your guests, just steps away from our dance floor!"	1
Any questions or reservation requests contact:	1
"Drop in or reserve a table, it is our pleasure to serve you!"	1
"Not all international calls are toll free. Rates for calls from a cell phone may be higher than calls from a landline. In some locations, a General Sales Agent (GSA) may handle marketing, ticketing, sales and reservations on behalf of American Airlines."	1
Please allow 24 hours to process online reservations	1
Please call the Tea Room for Reservations.	1
"The Shoshone leader Washakie had a preference for the area, and had previously defeated the Crow in battle to hold the territory. As early as 1862, Indian Agent Luther Mann Jr. recommended creating a permanent reservation for the Shoshone. After prospectors discovered gold at South Pass in 1867, the United States Indian Agent sought to limit numerous tribes from raiding mining camps by placing the Shoshone reservation in the Wind River Valley as a buffer. The United States hoped that tribes like the Crow, Blackfeet, Cheyenne, Lakota, and Arapaho would attack their traditional Shoshone enemies instead of the miners. However, the area was too dangerous for the Shoshone to occupy year-round, so Chief Washakie kept his people closer to Fort Bridger for several years after 1868."	0
"Find restaurants, make reservations and provide restaurant reviews on the world class guide to restaurants."	1
Loan periods for Course Reserve materials range from 30 minutes to 3 days. Be sure to check when your items are due to avoid fines!	1
"Next door to The Lighthouse Pub you’ll find our newest addition: Arbutus Point Campground. Centrally located next to the ferry terminal and public wharf, bicycle and kayak rentals, a coffee shop, a convenience store, a gift shop and several artist studios, our campground makes it possible for visitors to travel to Saturna Island car free, for a budget friendly weekend! The campground is perfect for couples, families and groups, and can be reserved for larger parties like your next girls’ weekend, birthday, anniversary or wedding party. Each campsite is outfitted with a comfortable tent pad and a picnic table. Many of the sites have an ocean view of gorgeous Lyall Harbour. There is also an outhouse on the grounds and potable water available at The Lighthouse Pub."	1
Other ways to make a reservation:	1
Prefer to make your reservation via phone?	1
"Quality Inn & Suites Seattle Center includes complimentary full hot American buffet style breakfast and complimentary high speed internet, Shuttle services are available for a nominal fee, reservations are required."	1
"Reserve | Casa Barcelona | Etobicoke, ON | (416) 234-5858"	0
"We take reservations between 11 am to 5:30 pm on Wednesdays, Thursdays and Fridays. For Saturdays, Sundays, Mondays and Tuesdays we take reservations from 11 am to 6:30 pm. We have room for most walk-ins. Waiting times vary depending on size of your group."	1
Where can you get this Search and Reservation?	0
". Set in winter, the thriller mystery explores the death of a young Arapaho woman on the reservation and social conditions there. The film was based on true events and shows depictions of sexual assault on reservations."	0
Dinner reservations are accepted in 2 1/2 hour intervals.	1
"If you’re ready to take the plunge with us, use the form to choose your booth and reserve your table."	1
"Please note, we do not take online reservations, this is a request only. Your table will not be reserved until you receive a confirmation from a Boulevard representative."	1
Reservations - CinCin Ristorante + Bar Vancouver | Wood Fired Italian Cucina	0
Rezserve provides booking engines for hotels and reservation services for destination consolidators across North America.	0
Thank you for your reservation request. We will get back to you as soon as possible to confirm if your reservation time is available.	1
"The Fairmont, Raffles and Swissôtel hotels are joining the AccorHotels group. Naturally, you'll still retain control of all your personal data. Therefore you can refuse for the data you have communicated to these brands in the past to be shared with AccorHotels. Once you have informed us that you do not want your data to be shared, your data will be deleted, with the exception of data that needs to be conserved for legal reasons or to fulfil a contract to which you have subscribed. If you already had an account on the www.accorhotels.com website, this one will be deleted. If you have an upcoming reservation in an AccorHotels Group hotel, your data will be deleted after your stay. If you were previously a member of one of the loyalty programmes operated by the Fairmont, Raffles or Swissôtel brands, refusing to share your data will automatically result in your membership not being transferred to the Le Club AccorHotels loyalty programme. You also have the option of simply refusing to transfer your membership to the Le Club AccorHotels loyalty programme. Please note that any such refusal will result in you losing the benefits you had previously earned via your Fairmont, Raffles or Swissôtel loyalty programme(s)."	0
"When it is your turn, you will enter the reservation page and then select the number of seats you’re wanting and at what table (Note: you must choose number of seats. You are not reserving an entire table if you choose 1). We do reserve ALL seats at each table, so if you are a smaller party at a larger table, you’ll get to make some new friends!"	1
"Without reservation of a Site for the following year and purchase of Winter Storage, the Occupant will be required to remove everything from their Site on or before"	1
toll-free reservation line at 1-866-485-3001 or	1
"All Weekends, Spring Break, Mid-Winter Break: 2 weeks notice of a cancellation and a 20% non-refundable deposit. Any cancellations made between the 2 week deadline and the day of arrival will be billed for any portion up to the entire amount of the reservation which is unsaleable."	1
Can you make a reservation if it’s only for 2 players?	0
"Cancellations must be made 48 hours prior to check-in time. If we are able to re-book the room you reserved, your cancellation fee could be waived."	1
Catering: Yes. // Take Out: Yes // Liquor License: Yes // Dinner Reservations: Recommended (Lunch by Reservation Only) // Dress Code: Casual	1
Instructors can place digital and physical course support items on Library reserve	0
"Lightly oil the grill rack (see Tip). Cook the kebabs, turning from time to time and basting with the reserved lemon mixture, until the scallops are opaque in the center, 8 to 12 minutes. Serve immediately."	0
MCC Deer Trail Guest House has a 2 day cancellation notice policy. If a guest fails to cancel their reservation 2 days before the check in date the credit card provided will be charged for the first night.	1
Please contact us to reserve your seat now! 905-371-2272	1
Please note that all reservations requested via email must be confirmed by phone with management.	1
Reserve A Table - Green Tea Restaurant	0
"To order take out or make reservations, please call us at: 613-345-0015"	1
reservations for brunch from Monday to Friday.	1
"Attractions include archeological sites, ecological reserves, world-class hiking trail as well as many opportunities for viewing of marine life, icebergs and beautiful coastlines."	0
Business hours are flexible for group reservations. Call us for more information.	1
Call to reserve your table or to order take-out! 519-534-3278	1
Do you want to make a reservation? Book an event? Order Catering?	0
"Email Emily about reservations, private parties, cheesecake purchases, job opportunities, gift certificates (local or long distance), etc."	1
"If you need to change a reservation, a $5.00 change fee will apply."	1
In the meantime please contact us directly at the hotel to check availability or to make a reservation and receive a	1
Please Note: Reservations can only be made in person or over the phone at 416.778.5150. Thank You!	1
Please note: This form is not for reservations; to make a reservation please call us.	1
Please place your orders and reservations by phone.	1
Reservation | O Cantinho Portuguese restaurant in Montreal	0
"Since 1961 Newlands has provided a first-class sports and social experience for your enjoyment. We proudly invite you to join us for your next golf, dining, or wedding experience. To book a reservation or for more information about our facilities, please"	1
"The Bull & Barrel - Skip the line, make a reservation!"	0
"To make a reservation at our restaurant, please click the 'Make a Reservation' tab on our Home Page or give us a call on 020 7723 8855."	1
To phone in your reservation call 905	1
Upon reciept of your reservation you will be contacted by our staff to confirm your reservation and it's availability. Confimation will be given the same day	1
We require the following information to reserve your room.	1
"Yes. Select a game reservation as usual. (Even if you've already reserved one for yourself.) It will show your name in the list. In the Action column next to your name, select Name. Enter your friend's name. (You don't have to enter their full name, but you will have to verify their identity at check in when they show up for shinny. You are responsible for their attendance or cancellation. They will not be able to cancel their own spot.) Continue with the checkout and payment process as usual."	1
or use our online reservation tool	1
Copyright © 2012. Tout droit Reserve. Salle de reception Buffet Champion /// Site développé et fierement hébergé par	0
"Have any feedback on our service or food? We would love to hear from you. Dosa Crepe Cafe takes reservations for 4-12 people, online or through the phone. Otherwise, Dosa Crepe Cafe is a walk-in only restaurant."	1
Make a restaurant reservation and go eat.	1
Reservations Check Availability | Omni Hotels & Resorts	0
"Reservations for Saturday night: 6PM, 6:30PM or after 8:30PM"	1
Restaurants do not accept reservations or call-in orders	1
To order or make reservations call:	1
"Open for breakfast, lunch, & dinner. Reservations are recommended for dinner and groups."	1
"Our smiling and thoughtful staff will make your stay even more pleasant. Whether you need information on the numerous attractions at Percé, reservations for activities or dining room service, our team will take care of you!"	1
The Bear's Den | Open at 4pm | Open at noon | Reservations | 250-344-7222	0
This contact form is reserved for questions and comments only!	0
"We prefer an old fashioned personal approach to reservations, we want to hear your voice. Please call and ask for our reservations desk."	1
located on a reserve in Alberta	0
*Minimum party of 4 is required for any reservations.	1
"Contact Us | Reservations | Savoy Hotel - Nelson, BC"	0
Do I need to pay for the ticket immediately after making the reservation?	0
"If you have a question or need to change or cancel your reservation, please email reservations@regalcatcafe.com and we can help."	1
"Parties with reservations will be seated at a table chosen at management's discretion based on current availability. Specific table location requests can be made, but cannot be guaranteed."	1
"Please call or e-mail us directly for reservations, dietary restrictions, larger parties, or private events."	1
Please take a moment to fill out our online reservation form and someone will contact you to discuss availability and details.	1
"Reservations are available weeknights and Sunday evenings at Bar SixtyFive, and on special nights for LIVE! from the Rainbow Room performances."	1
Reservations can be made by phone at 403-276-8918	1
"Reserve | The Keating Channel Pub & Grill | Toronto, ON | (416) 572-0030"	0
Thank you for your reservation. We look forward to welcoming you soon to Centini.	0
"** To avoid disappointment and minimize seating delays, we strongly recommend reservations for weekend dinners."	1
"A topic may only be reserved by one team of four students. If the topic is not reserved by a team of four students, the reservation will be invalid."	1
All reservations will be confirmed by a phone call from Normand personally.	1
